CMMS #,Fixed Asset #,Description,Location,Owner Group,Parent,Rotating Item,Site
24560,N/A,FINAL FUNCTION MACHINE,EL2F42,PE3,,,SUS
24561,N/A,401D RPL FINAL FUNCTION FIXTURE,EL2F42,PE3,,,SUS
24562,N/A,MAGAZINE LOADER MACHINE,EL2F51,PE3,,,SUS
24563,N/A,ICT MACHINE,EL2F51,PE3,,,SUS
24564,N/A,DUST COLLECTOR MACHINE,EL2C11,PE3,,,SUS
24565,N/A,500MM WORK CONVEYOR MACHINE,EL2F51,PE3,,,SUS
24579,N/A,FUME EXTRACTOR MACHINE,EL2F39,PE3,,,SUS
24580,N/A,FUME EXTRACTOR MACHINE,EL2F43,PE3,,,SUS
25067,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25068,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25069,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25070,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25071,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25072,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25073,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25074,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25075,N/A,DUST COLLECTOR MACHINE,PE3 LAB,PE3,,,SUS
25076,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25077,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25078,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25079,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25080,N/A,FUME EXTRACTOR MACHINE,PE3 LAB,PE3,,,SUS
25081,N/A,DUST COLLECTOR MACHINE,EL2F17,PE3,,,SUS
25082,N/A,DUST COLLECTOR MACHINE,EL2F26,PE3,,,SUS
25084,N/A,PCB ROUTER MACHINE,EL2F17,PE3,,,SUS
25085,N/A,PCB ROUTER MACHINE,EL2F26,PE3,,,SUS
25111,NA,BEV HS ECU ASSEMBLY LINE MACHINE,EL2F60,PE3,,,SUS
25112,N/A,BEV HS CPU ROBOT #1 MACHINE,EL2F60,PE3,,,SUS
25113,N/A,BEV HS CPU ROBOT #2 MACHINE,EL2F60,PE3,,,SUS
25114,,BEV HS CPU PCB TRAY HANDLER MACHINE,EL2F60,PE3,,,SUS
25115,,BEV HS CPU CASE ANYFEEDER MACHINE,EL2F60,PE3,,,SUS
25116,,BEV HS CPU CASE ANYFEEDER MACHINE,EL2F60,PE3,,,SUS
25117,,BEV HS CPU CLIP FEEDER #1 MACHINE,EL2F60,PE3,,,SUS
25118,,BEV HS CPU CLIP FEEDER #2 MACHINE,EL2F60,PE3,,,SUS
25119,,BEV HS CASE CLIP ASSEMBLY STATION #1 MACHINE,EL2F60,PE3,,,SUS
25127,,BEV HS CPU CASE CLIP ASSEMBLY STATION #2 MACHINE,EL2F60,PE3,,,SUS
25128,N/A,BEV HS CPU COVER LASER MARKER MACHINE,EL2F60,PE3,,,SUS
25129,N/A,BEV HS CPU ROM WRITER FIXTURE,EL2F60,PE3,,,SUS
25130,N/A,BEV HS CPU CASE AND COVER ASSEMBLY STATION FIXTURE,EL2F60,PE3,,,SUS
25131,N/A,BEV HS CPU CLIP DETECT MACHINE,EL2F60,PE3,,,SUS
25132,N/A,BEV HS CPU FINAL FUNCTION #1 FIXTURE,EL2F60,PE3,,,SUS
25133,N/A,BEV HS CPU FINAL FUNCTION #2 FIXTURE,EL2F60,PE3,,,SUS
25134,N/A,BEV HS CPU FINAL FUNCTION #3 FIXTURE,EL2F60,PE3,,,SUS
25135,N/A,BEV HS CPU FINAL FUNCTION #4 FIXTURE,EL2F60,PE3,,,SUS
25136,N/A,BEV HS CPU FINAL FUNCTION #5 FIXTURE,EL2F60,PE3,,,SUS
25137,N/A,BEV HS CPU PIN CHECK MACHINE,EL2F60,PE3,,,SUS
25247,NA,30AA RC TURN LED GRIPPER,EL2F50,PE3,,,SUS
25248,NA,30AA RC/RPL LDU GRIPPER,EL2F50,PE3,,,SUS
25249,NA,30AA RC/RPL LDU TRAY HANDLING PLATE JIGS,EL2F50,PE3,,,SUS
25250,NA,30AA RC/RPL TURN LED TRAY HANDLING PLATE,EL2F50,PE3,,,SUS
25251,NA,30AA RPL TURN LED GRIPPER,EL2F50,PE3,,,SUS
25252,NA,660B RC/LID GRIPPER,EL2F50,PE3,,,SUS
25253,NA,660B RC/LID LDU TRAY HANDLING PLATE,EL2F50,PE3,,,SUS
25279,N/A,LASER MARKING MACHINE,EL2C2,PE3,,,SUS
25308,NA,3BMZ HOOD FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
25309,NA,3MBA GRILLE FINAL FUNCTION FIXTURE,EL2F70,PE3,,,SUS
